Dialogue,Manipulative
"Person1: I've explained the situation to Mr. Mitchell up to a point.  Now about this Mayfield girl?
Person2: She's a suspect, naturally.  But not the only one.
Person1: She's the only one who had a dead man in her room.  The only one who won't give an account of herself. The only one who tried to run away. And the only one, so far, I've been told, who went to such lengths to disguise her identity that she even removed the labels from her clothes.  What more do you want?",1
"Person1: It's only a physical problem. He has trouble with certain sounds because of the constrictive deformity of the mouth. But he can talk, and has a great eagerness to make contact with people who will let him. So if you have any difficulty understanding what he is saying, just tell me and I'll make it clear.
Person2: Speaking is one thing, Treves, but can the man comprehend?",0
"Person1: Have you seen Tamara?
Person2: No. And I'm not losing any sleep over it.
Person1: But she might be in trouble...
Person2: So what else is new?  Look Eva, you're asking the wrong dude to feel sorry for Tamara Mason. Wise up -- it's not hip to be her friend.
Person1: I don't care about being hip anymore.",1
"Person1: We're damaged goods.
Person2: No, we're not!
Person1: We are, Miles. You know I'm right. There's something ""off"" about you and me Miles. And maybe it isn't because of these women -- maybe they were just extremely insightful and recognized our ""deficiencies"" very early on. Maybe...
Person2: That is bullshit! Mine is a bitch and yours is a psycho. I can't believe you're saying this, Marylin! There's nothing wrong with us. We're attractive and charismatic and successful and... I like us.
Person1: I'm sorry Miles. You shouldn't listen to me. I'm sure you have a very fulfilling life. I'd better go. I'm depressing.
Person2: No.
Person1: Thank you for the coffee. It's very robust.",1
"Person1: What are you talking about?!  We just met an hour ago.
Person2: No no no, it's not sex!  I mean -- it can lead to sex... but really, it's just wrestling.
Person1: I don't wanna talk about it!",1
"Person1: What?
Person2: Don't give up. You're the only one who can help me. I know it.",1
"Person1: Why can't he help me now?  He's sitting two feet away from me!
Person2: Come on, Quentin, isn't that pretty selfish, putting yourself ahead of the mission?
Person1: Look, I'm shot - it hurts.
Person2: Lieutenant Quiffer, we're all sorry you were hit, and we'll help you stick it together as soon as we get squared away.
Person1: Look, can't someone help me?",1
"Person1: Why won't you come to the family gathering with me? It's important to me.
Person2: I told you, I have that important work event. I can't just bail.
Person1: You'd do it if you loved me.
Person2: That's not fair, Mia. My career is on the line.
Person1: And what about us? Where do I stand in your priorities?
Person2: You know you're important to me, but love isn't about ultimatums.",1
"Person1: Now what are you doing?
Person2: Describing you. A square from out there. I mean you're nowhere.  Miss Four Corners.
Person1: What made you want to be a fighter?
Person2: I had to scrap all my life. Figured I might as well get paid for it. When I was a kid my old man got killednever mind how. Charley and I was put in a placethey called it a Children's Home. Some home! I run away and peddled papers, fought in club smokers and  But what am I runnin' off at the mouth for? What do you care?
Person1: Shouldn't we care about everybody?
Person2: What a fruitcake you are!
Person1: Isn't everybody part of everybody else?
Person2: Gee, thoughts! Alla time thoughts!  You really believe that drool?
Person1: Terry!
Person2: Want to hear my philosophy? Do it to him before he does it to you.
Person1: Our Lord said just the opposite.
Person2: I'm not lookin' to get crucified. I'm lookin' to stay in one piece.
Person1: I never met such a person. Not a spark of romance or sentiment or or human kindness in your whole body.
Person2: What do they do for you, except get in your way?
Person1: And when things get in your way or people you just knock them aside get rid of Them is that your idea?
Person2: Listen get this straight don't look at me when you say them things. It wasn't my fault what happened to your brother. Fixing Joey wasn't my idea... .
Person1: Why, Terry, who said it was?
Person2: Well, nobody, I guess. But that Father Barry, I didn't like the way he kept lookin' at me.
Person1: He was looking at everybody the same way. Asking the same question.
Person2: Yeah, yeah... .  This Father Barry, what's his racket?
Person1: His racket?
Person2: You've been off in daisyland, honey. Everybody's got a racket.
Person1: But a priest...?",0
"Person1: Time to quit.
Person2: Just like that?
Person1: Not just like that... Just before I turn around and it's six months from now and the first thing I do when I wake up in the morning is light a cigarette.
Person2: What of it?  Samurai pain in the ass.
Person1: Would you stop with that...
Person2: Why?  You've got more force of will than anyone I've ever seen.  You handle a gun like it's a part of you, you perform surgery on yourself without anesthesia...  And most amazing of all, you quit smoking, just like that.
Person1: The mark of a true Samurai.  What I do for the Company, Vincent, is no different than what you do.  We're both hired guns, and this is a job -- like any other job.
Person2: Why then, Sam, don't you act like this is a job like any other?  Surely, if you are a hired gun, you realize that some times you just have to walk away without getting what you came for.
Person1: Because I don't walk away.
Person2: Why not?
Person1: It's the one thing I've got left to hold onto.  Jean-Pierre is one of your closest friends, is he not?
Person2: Closest and oldest.
Person1: And yet you would have killed him to save my life.  You have a sense of honor, Vincent, that I can't even remember anymore.  I don't know that I ever even had it to begin with.  All I know to do, Vincent, is to finish my job.
Person2: And when you finish?  What then?  This package, whatever it is, do you give it to the CIA?  Do you really think they deserve it?
Person1: That's a good question.
Person2: Do you have a good answer?
Person1: No, I don't.",1
"Person1: He might be interested... but it would mean another five thousand.
Person2: We can do that.
Person1: Well, well, I'll have to put my thinking-cap on about all this. You'll leave the money as a deposit?  Very good.",1
"Person1: Anne, come here. Listen
Person2: Look out for my lipstick, Stewart.
Person1: I'll tell you what. Let's you and me sneak out all by ourselves
Person2: Are you crazy?
Person1: Think of the fun we can have - we'll sneak down the back stairs and get in the valet's Ford. How's that?
Person2: Will you stop being silly, Stewart?
Person1: I'll tell you what let's do - I'll take you and introduce you to all my gang. Would you like that?
Person2: But I don't want to meet your gang.
Person1: I don't mean the newspaper fellows that you don't like. Another gang I know - you'd love them. They're writers and musicians and artists - a great crowd of people - people who do great things. People who are worthwhile.
Person2: Meaning, my friends aren't worthwhile, I suppose?
Person1: Oh, they're all right, Anne. But I
Person2: That's exactly what you mean. Heaven knows you've made that clear to me often enough. Well, I'm sick and tired of it. I've given you party after party - I've taken you to some of the best houses in this town - and introduced you to people of importance - and are you grateful? No! You insult them and act like a bore. I'm sick and tired of having to make excuses for you and the things that you've done. Perhaps it's just as well you're not coming tonight. Maybe I can enjoy myself for once without having to worry about you, and what you're going to do.",1
"Person1: We can't go back there.  Are you crazy? You saw --
Person2: It's the only way.  It's possible your father may not be dead yet.",1
"Person1: I don't want a criminal for a boyfriend.
Person2: There was a message, wasn't there?
Person1: It's probably easier for you to eat the rice.
Person2: Marion!  What did you tell the police?
Person1: Nothing about you.
Person2: Then what?
Person1: Give up being a croupier, Jack. Or I'll shop you. All you have to do is keep your word. It's that simple.",1
"Person1: You've been distant lately. Is there something you're not telling me?
Person2: It's just work stress, Aria. I promise, it has nothing to do with us.
Person1: Actions speak louder than words. Sometimes it feels like you don’t love me.
Person2: That's not true. I do love you, I just need to handle my personal stresses better.
Person1: Please, just communicate with me. I'm here for you.",1
"Person1: I've been waitin' for you Miss Gibson. I want you to know I've decided to take your case.
Person2: Mr. August, I'm not at all sure -
Person1: Look. Don't say a word. I've taken an interest in you and I'm willin' to put up my time to help you. Besides, I think I know where to find your sister.
Person2: Where?
Person1: Wait a minute. This has got a lot of angles. You've got to take it easy. Do you know a Mrs. Redi?
Person2: Yes. She bought my sister's business.
Person1: That's what she told you. I looked it up at the Hall of Records. Your sister deeded her the business as an outright girt.
Person2: Why would Mrs. Redi lie to me?
Person1: That's what I tried to find out.
Person2: You think my sister is there?
Person1: You can't tell.
Person2: Can we go there now?
Person1: Sister, you can't just go breaking into places. There's a night watchman down there and locks on the door.
Person2: If my sister's in that room, it won't make any difference about warrants- and things, I want to go there.
Person1: I don't know if I want to go with you or not.",1
"Person1: What's the pig's name?
Person2: Brimmer.
Person1: You got to keep very cool on this. Icy god damn cool. Cause baby, you just became the strongest weapon we got. Let me guess, he wants you to call him, tell him what we're doing.
Person2: Yeah.
Person1: And you're gonna do just that. But I'll tell you what to feed the pig. You alright with this?
Person2: Yeah... I guess. Any of other Panthers know about this?",0
"Person1: This better not be a wild goose chase.
Person2: Or what, you'll authorize my death a second time today?
Person1: Don't forget, convict, if this psycho isn't stopped, you go right back to rotting in a prison cell.",1
"Person1: Oh please, who do you think you're kidding? And where did she spy on the Russians from, here in Pennsylvania??
Person2: No, not here in Pennsylvania, she went to Russia undercover with her acting troupe and got a lot of highly sensitive secret plans sent back. Just when she was about to go home, she got caught, and they killed her.
Person1: All right, so when did she have you between all her acting and spying and getting caught?
Person2: That's simple. She was pregnant with me...when she went to Russia and she didn't know...and then when the Russians found out, they waited to shoot her 'cause you're not allowed to kill pregnant women anywhere in the world.",0
"Person1: First. It's our first. I'm just concerned. So... why are you killing yourself?
Person2: Interesting choice of words. I don't remember. I just know that I want to.
Person1: Want to kill yourself? Are you saying that you're drinking as a way to kill yourself?",0
"Person1: Okay then.  We play Quintana and O'Brien next week.  They'll be pushovers.
Person2: Just, just take it easy, Walter.
Person1: That's your answer to everything, Dude.  And let me point out--pacifism is not--look at our current situation with that camelfucker in Iraq-- pacifism is not something to hide behind.
Person2: Well, just take 't easy, man.
Person1: I'm perfectly calm, Dude.
Person2: Yeah?  Wavin' a gun around?!
Person1: Calmer than you are.",1
"Person1: No more witnesses. West's a ghost. But it doesn't matter because we have your signature, the hospital log, and Kendall's toxicology report. And that'll be enough.
Person2: You're crazy --
Person1: You can't duck this, Bill. I may have done every goddamn thing in my life wrong but I won't let this happen.
Person2: For the last time, I have no idea what you're talking about --
Person1: Get your hands away from the desk!",1
"Person1: Every time I tell you that I love you, you flinch. But that's your problem.
Person2: If I flinch when you say you love me, it's both our problems. My confusion becomes your confusion. Students confuse teachers, patients confuse psychiatrists, lovers with confused hearts confuse lovers with clear hearts....",1
"Person1: I see why you're here -- you knew that nobody was coming.
Person2: I didn't.
Person1: You're lying.
Person2: Lying to you -- Why should I?
Person1: You know that you're in my house.
Person2: I know -- and you could show me the door. You would, too, if you weren't still hoping the guests might arrive.
Person1: You think you're so smart, Mrs. Stone. You wanted to be near Jabez. It looked like your big chance tonight, but you're wrong, you can't win him back -- not that way.
Person2: That's my problem, Belle.",1
"Person1: But...  How long has this been happening?
Person2: A few days...  a few weeks  -  dunno, I can't remember.  Worse thing is, I never know if it will change back again...  Now, please leave me alone.",0
"Person1: Seating problems.
Person2: Okay.
Person1: Keith do not trivialize this.
Person2: I'm not. What's the problem?
Person1: We're supposed to have gold-trimmed padded seats, now they're telling me that there was a mistake and we can't have padded.
Person2: What kind of seats can we have?
Person1: Not padded ones.
Person2: So what do we do?
Person1: You go down there.
Person2: Go down where?
Person1: Go down to the seat place and straighten this out.
Person2: Honey I don't have the time...
Person1: I need your help.
Person2: We're leaving in three hours.
Person1: I need your help.
Person2: I'll call them from the road.
Person1: Do you love me?
Person2: More than I ever imagined being able to love anyone ever.
Person1: Take care of those chairs.
Person2: We're leaving from Adam's. Come send me off.
Person1: Maybe.",1
"Person1: I need to know where Tyler is.  Can't you help me?
Person2: Sir, you're disturbing the other patrons with your laudish behavior.
Person1: There's no one else here.
Person2: I'm sorry, I haven't the faintest idea what you're talking about.
Person1: Look at my face.  I'm a member.  I just need to know if you've seen Tyler Durden.
Person2: I'm not disclosed to bespeak any such information to you, nor would I, even if I had said information you want, at this juncture be able.",1
"Person1: You cannot stay here...I'm sorry.
Person2: You and I are going to move my father right now...to another room on another floor...Can you disconnect those tubes so we can wheel the bed out?
Person1: Absolutely not!  We have to get permission from the Doctor.
Person2: You've read about my father in the papers.  You've seen that no one's here to guard him.  Now I've just gotten word that men are coming to this hospital to kill him.  Believe me and help me.
Person1: We don't have to disconnect them, we can wheel the stand with the bed.",0
"Person1: WELL? What are your plans?
Person2: Plans?
Person1: Lucy.
Person2: Shit. I met her on the plane and I had all that acid.  You know, those little blue barrels. I gave her a cap before I realized... she's a religious freak... Jesus, she's never even had a drink.
Person1: Well... It'll probably work out. We can keep her loaded and peddle her ass at the drug convention.",0
"Person1: Lydia, I will never forgive you for embarrassing me in front of my social inferiors.  You help us with these ghosts or you'll be sorry.
Person2: I'm sorry already.",1
"Person1: No leave 'em up, we want the light in their eyes. I'll be at the desk... but don't introduce me, let it go, just start talking. You're gonna be here, behind 'em when they sit down.
Person2: They'll be looking at you. They don't know who you are.
Person1: That's right, they're wondering, who's this guy? You don't tell 'em. Understand, Harry? Do not tell 'em who I am.",0
"Person1: The family hired you and I have just fired you, Mr Lombard.
Person2: Why me, Mrs De Moraes? Why should such well-connected people as you hire a small- time French detective to look for their missing son, Mrs De Moraes?
Person1: Huh! Who do you think we are, Mr Lombard?
Person2: Couldnt Nazi hunters do the job?",1
"Person1: There's one thing I don't understand.  The thing I don't understand ... is every confusing thing you're saying.
Person2: Look, mush, you're the guv'nor here, I can see that, I'm on your manor now, right.  So there's no need to get out of your pram.  I'm Johnny-come-lately to all this.  Whatever the bollocks between you and this slag Valentine, it's got nothing to do with me.  I don't wanna know.
Person1: Well, I'll tell you.  I believe this Valentine screwed me out of a fair sum of money.
Person2: I can well believe it.  I'm sure he has done, son.  He's about as straight as a dog's hind leg.
Person1: But I can't be sure.  I don't even know who he is.  He's too insulated.  Too many layers around him.
Person2: Your guess is as good as mine, mate.  I'm here on another matter entirely.
Person1: Yeah, I guess you are.
Person2: Good job your lot showed up when they did or it would've been me for the high jump.
Person1: That dude who works for Valentine.  He's the one sent those guys after you.  You know that.
Person2: Yeah.  Shouldn't wonder.  Must've done.
Person1: So what's your beef, pal?
Person2: Nothing financial.  Strictly personal.  I can see how all this import-export malarkey might give rise to confusion where I'm concerned.  A foreigner, showing up unexpectedly, like.
Person1: It was you.  Downtown.
Person2: Eh?
Person1: Because that wasn't anything to do with me.  And suspicion has been cast in my direction.  Didn't make any sense.  Choosing those shitheads over me, cutting me out of the deal, then screwing them over too.
Person2: No, I can reassure you on that point. Valentine was just as surprised by that turn of events as you.
Person1: He'd already grabbed more than his allotted cut.  Didn't think he'd be so bold as to take all of it.
Person2: All of what?
Person1: Of the deal, man.
Person2: Oh, yeah, right.  The deal.
Person1: But if you're mad at him too and he's mad at you ... that must make us pals.
Person2: As you prefer, squire.  As you prefer.
Person1: In which case I'll just do what I usually do.
Person2: And that is?
Person1: What am I doing?",1
"Person1: Annabelle, I know you miss your mother.  So why don't you say hello.
Person2: Why don't you say hello?
Person1: Annabelle pick up the phone.
Person2: Annabelle pick up the phone.
Person1: That doesn't bother me.
Person2: That doesn't bother me.
Person1: You think this is funny?
Person2: You think this is funny?
Person1: No.  I think it's ugly.
Person2: You're just a stepmother.  So stop bossing, cos nobody's listening!
Person1: June 3rd, God willing, I'll marry your Dad.  And then I will be your stepmom. And right now, I'm not looking forward to th...
Person2: Suits me fine!",1
"Person1: Something's wrong with you.
Person2: Nothing is wrong with me.  I know something's in there - and so do you.",1
"Person1: ""You're playing a dangerous game here. If you're trying to blackmail me... it's not going to work.""
Person2: ""You know what I want...it's not that difficult.""
Person1: ""Get out! Get out before I call my dad ... he trusts you ... your his best friend. This will be the end of everything... ""
Person2: ""What about you? What will your dad think about you?""
Person1: ""Stop! Just Stop! That's what you said from the beginning. If I tell what happened... they'll arrest you and put you in jail, so get out of here before...""
Person2: ""Before what?""",1
"Person1: What you're sayin' makes a lotta sense. Ya know, if I keep on killin' people like I have, I won't have no more friends left!
Person2: You've got the public upset, Al.
Person1: But you know I never killed nobody that didn't deserve it.
Person2: When the people get so upset, our politician friends gotta listen.
Person1: What are ya tellin' me, Charlie?",1
"Person1: Oh, he's so kind, so gentle inside, and so unhappy with that rich wife who doesn't understand him, her being a Southerner and everything, and what a bedside manner he has got -- so gentle and kind beneath the professor way he acts!
Person2: Rose, you are too uncritical of people.
Person1: You don't know the bedside manner that man has got. Why, it does me good just to see him sit there all solemn and go pokin' in his bag like he's gonna cure me, which he did of course. And even more important he loves me, like a patient I mean, the other day he got tears in his eyes just listenin' to my heart beat.
Person2: He did?
Person1: Yeah, he tried to hide it but I saw 'em, and a little bit he says to me, ""You know, you are beautiful."" Now wasn't that a nice thing for a doctor to say to a patient, wasn't it? What could cheer a girl up more?
Person2: Rose, I have got doubts about that doctor and so does Daddy.
Person1: He's got doubts about hisself and that's the saddest thing of all. Would you believe that poor man thinks nobody likes him?
Person2: Yeah, I'd believe it.
Person1: Well, I like him. I used to be afraid of doctors but not any more. Why, he could operate on me any old time and I wouldn't even be scared.
Person2: Rose, you are just entirely too uncritical of people.
Person1: I ain't neither. Listen here, Buddy, besides all his vast medical knowledge, he has the most kindest heart beneath the professor way he acts -- he wants justice in the world and he's got some real interestin' ideas.",1
"Person1: Rambo and Brewer were selected as write-offs.
Person2: It was clean.  Very clean... Rambo was a decorated Vietnam vet, a former POW himself... if he came out and said ""No POWs"" the sub-committee would buy it.  He gets himself caught he's a private citizen, a whacko, acting on his own.  If he gets proof, it gets lost somewhere between here and D.C.  Airtight. But no... Rambo's gotta be a hero. Thinks he's starring in his own war movie or something.  He put me in a corner.  No choice.
Person1: ""Terminate with extreme prejudice.""
Person2: That's a crock.  We don't say that. Do you have any idea the shitstorm if he'd gotten back with that guy? If it went public?  The White House would have to act through channels. We're talking ransom.  Four billion bucks in war reparations to Vietnam to get the others back.  That's billion, Colonel.  With a ""B"".  For a few guys that've had their brains in a blender for ten years?  A pain in the ass to everybody?  No way. There's no way.",0
"Person1: It's been a week since I apologized. How can you still be mad at me?
Person2: Apologies don't instantly heal wounds, Dylan. It's the actions that follow.
Person1: I've been trying to make it up to you.
Person2: I know, but trust takes time to rebuild. Be patient.",0
"Person1: Right. It was extremely stupid.
Person2: I don't expect an apology and I don't even want one. I just want us to --
Person1: I can't believe this guy. An apology, Bob?
Person2: Man, I don't want to go into this.",1
"Person1: Do not lecture me about treaty violations. The Federation, in creating an ultimate weapon, has become a gang of Intergalactic criminals. It is not I who will surrender, it is you.  On the planet below, I have three prisoners from the team who developed your doomsday weapon. If you do not surrender immediately, I will execute them, one at a time, as enemies of galactic peace.
Person2: Who is this?! How dare you --
Person1: Who I am is not important. That I have them is.  I will let you speak to them.",1
"Person1: Is there something the matter with it?
Person2: Oh! No! No... of course not... it's just I hadn't expected it to be quite so big.
Person1: Well, it's not called the Horn Resounding for nothing.  You DO know how to play the horn, don't you?
Person2: Yes... oh, yes...
Person1: Then I expect you'll be leaving first thing in the morning.",0
"Person1: Morning.
Person2: Dad, I'm sorry.
Person1: You should be.
Person2: I was irresponsible, I should have called.
Person1: You bet you should have called.  You still live at home.  Don't make me call the police at three-thirty in the morning, don't make me call hospitals.
Person2: Dad, I'm so sorry.  I know this is a bad time.
Person1: You've always called before, always.  Now I'm not asking what you did, I just want to know that you're alright.
Person2: I'm fine.
Person1: Do you wanna make things easier on me?  Now tell me where you were because this is, this is bullshit.  You can say anything to me, I hope you still know that.
Person2: I know that.",1
"Person1: Hey, look.  You start paying, who knows what will happen.  You're a good father, George.  I always gave you that.  But you've got to talk to her.
Person2: Yeah.
Person1: She's getting big.  Getting her own ideas.
Person2: I know.  Well, that's all I really wanted to say.  So, okay, then.",1
"Person1: You wanted to see me!
Person2: You're not from Alaska!  Where'd you learn to dance like that?!  And there are no starving people, are there?!
Person1: Why are you suddenly so mad at me?
Person2: Don't change the subject! I want you to tell me the truth about yourself.
Person1: I've never lied to you.  I've maybe let you believe things that you wanted to believe, but I've never lied.
Person2: You think I'm some sort of sap?! Don't you?!
Person1: No.  I admire you.  I...I fell in love with you the first time I saw you.  I did. I think that you are the most--
Person2: I want to know exactly who you are and what you're really up to!
Person1: All right. Let me tell you the whole thing. In 1962--",1
"Person1: I told you. If we... you know do it, they go away until ... we're done.
Person2: I know, but even if they go away, everybody in America knows what we're doing because... they went away.
Person1: So? What do they think -- we're not kids --
Person2: I know, I ...
Person1: Shari, I really like you...
Person2: I really like you too...
Person1: ...if this ...  ... weren't here... ?
Person2: ... yeah, then, but...
Person1: So...?
Person2: Ed... I think we should stop seeing each other.",0
"Person1: Hello?
Person2: You little sleaze bag!
Person1: ...Ma???
Person2: Don't you ever ask me for another thing in my life again, you've killed your poor mother with your own hands!",1
"Person1: Of what??
Person2: Well, sometimes when we get 'em, they're not completely dead, you know, like when they cut a chickens head off and it still runs around crazy.",0
"Person1: I've got to sketch you.
Person2: No... Absolutely not. I'm shyer than you think. I give the wrong impression sometimes and...
Person1: I haven't even been thinking about sketching for weeks.
Person2: Stop staring. Do a vase.
Person1: But you're beautiful... your skin glows.
Person2: Thanks. But I just want to take a bath and...
Person1: That long neck -- the line of you... you're porcelain... your back goes on forever. You're classic... you're why cavemen chiseled on walls...
Person2: All right, cut me a break.",0
"Person1: Are you kidding?!  You wouldn't even be a crumb on her table!  You don't see that?!
Person2: Eve?!
Person1: Well, I'm trying to educate him!  It's nothing personal.
Person2: Adam,  I think for you, we should go for ""sweet.""",1
"Person1: Go on, hit me.
Person2: Sit down and eat. Till I say the word, you're doing what you're told.
Person1: You oughta say you're sorry -- that's what you oughta do.
Person2: You keep your nose out of my life, young fella.
Person1: Maybe I haven't lived as long as you have, but I know a sight more about people and I wouldn't talk to a mule like you talked to her and, if I did, I'd say how sorry I was. I'd be man enough to do that.",1
"Person1: What about her? You didn't ask her out, you're such a coward --
Person2: ....she didn't, I didn't ask her out?
Person1: You're so scared.
Person2: Do you know where she's staying in Hawaii?
Person1: Oh My God, yeah, I know exactly where she is, why?
Person2: ......she forgot her purse at my work and I wanted to get it back to her.
Person1: No she didn't; that's a lie.
Person2: I....please don't do this.
Person1: What? Tell me why you wanna know --
Person2: I just want to know where she's staying.
Person1: Tell me why.
Person2: There is no reason for you to treat me like you do -- you're killing me, you are killing me with the way that you are towards me --
Person1: -- what are you talking about, come on --
Person2: -- all I want is the number of where she's staying and that should be god damn good enough, now stop treating me this way, please -- Just Give Me The Number Elizabeth Please Now I think I will kill you if you don't.",1
"Person1: Do you ever get like the slightest inkling that you might want to help me instead of doing absolutely nothing?
Person2: No.
Person1: Get the inkling, Sam.  I'm getting tired of your attitude.",1
"Person1: Ever been to Wisconsin?
Person2: No.
Person1: Well they have some of the coldest winters around, and I grew up there, near Chippewa Falls. Once when I was a kid me and my father were ice- fishing out on Lake Wissota... ice- fishing's where you chop a hole in the --
Person2: I know what ice fishing is!
Person1: Sorry. Just... you look like kind of an indoor girl. Anyway, I went through some thin ice and I'm tellin' ya, water that cold... like that right down there... it hits you like a thousand knives all over your body. You can't breath, you can't think... least not about anything but the pain.  Which is why I'm not looking forward to jumping in after you. But like I said, I don't see a choice. I guess I'm kinda hoping you'll come back over the rail and get me off the hook here.
Person2: You're crazy.
Person1: That's what everybody says. But with all due respect, I'm not the one hanging off the back of a ship.",1
"Person1: What're you doin' with Salvy? You shouldn't be here with him. Jake's away killin' himself. Suppose he found out.
Person2: What the hell am I doing wrong? Just because Jake is training, I can't go out? What am I, a goddamn prisoner?
Person1: No, you're his wife.
Person2: I'm not doing anything wrong. I'm just trying to have a good time. Do I have to be cooped up in the house all the time?
Person1: It don't look right.
Person2: Well, go ahead, tell Jake. He's gonna kill me anyway. It's a matter of time.
Person1: I'm not gonna tell him nothing; but if he finds out, he will kill you. What's the matter with you? Aren't you happy? You got everything you want.
Person2: You don't sleep with him. I do. I don't get to breathe without tellin' him. He keeps me in a cage. If he thinks I'm lookin' at somebody the wrong way, I get used as a punching bag. He don't trust nobody. If he saw the two of us talking together right now, you'd be in trouble too -- believe me. Look at me, Joey. I'm 19 years old. I wanna enjoy my life. I love Jake, but you don't know. He gets crazy sometimes. I'm scared.
Person1: Try to understand, Vickie. Jake's got a lotta aggravation. He's been a top contender too long.
Person2: That's right, take his part. You're his brother. He's never gonna be champ. Too many people are against him.
Person1: And you're drinking with them right now.
Person2: And I'm gonna finish my drink. And, I'm gonna have a good time, because I ain't doing nothing wrong.",1
"Person1: Hey, I had a great time with Alex and Sam yesterday. They're really fun!
Person2: You shouldn’t listen to or hang out with them. I've heard things, you know.
Person1: What things? They seemed nice to me.
Person2: Just trust me. You should spend more time with me and my friends instead.",1
"Person1: Thank you.
Person2: Look, I know this sounds corny, but whenever I feel like I can't go on I...  turn to Jesus and he helps me through the problem. Call me an anachronism, but -
Person1: Oh cut the shit, Kathryn.
Person2: Excuse me?
Person1: You heard me.
Person2: Who the hell do you think you are coming into my house and saying those things to me. My brother is dead, have some respect.
Person1: Kathryn, I know all about you and Sebastian.
Person2: Sebastian was a pathological liar. I wouldn't believe a word he -
Person1: I have his journal.
Person2: You what?
Person1: His journal. He sent it to me the day before he died. Everything about you is in it. The blow jobs, the hand jobs, the menages, your bout with bulimia, the affair you had with your guidance counselor and how he gave you... eww. Let's see, then there's your coke problem... You still keep it in your crucifix, don't you? It's all in there.
Person2: You didn't show it to anybody?
Person1: Actually, I was planning on running down to Kinkos. Do you think you could give me ride?
Person2: You can't do this to me. It could ruin me.
Person1: I know.",1
"Person1: Ssh. Don't want babe to hear.
Person2: You're hurting.
Person1: You won't cheat me will you? You'll stay with me. Help me. Then we can be together, the way we were before. We belong to each other now, for better or worse...",1
"Person1: We gotta get you to a doctor.
Person2: It's okay.  Forget it.
Person1: Forget it?  Are you crazy? Let me see it.",0
"Person1: Good morning...  If you show me where things are, I'll make us some coffee...
Person2: No! Don't go back into the house...  It's too nice outside.
Person1: My sister's coming by to pick me up for brunch. Why don't you come, too?
Person2: I have work to do at the plant.
Person1: I'll get my purse.
Person2: I'll get it.  Stay right here. You look very good in the sun...",1
"Person1: Or maybe you called Goebbels or Goering? You were so close you were in the same shithouse as them.
Person2: May I ask a question?
Person1: Sure.
Person2: When will my case be heard by the Tribunal?
Person1: Your guess is as good as mine.
Person2: I need to work. I need to make my living. I live off the generosity of friends...
Person1: Tough, tough!
Person2: Then why is it, please, that another conductor who was actually a member of the Party, who used to play the Horst Wessel before his concerts, has already been cleared and is working again while I have to wait and wait and wait?
Person1: I don't know, he wasn't my case. Why did you escape to Switzerland just before the war ended?
Person2: It was because I learned that the Gestapo was about to arrest me.
Person1: Why were they going to arrest you?
Person2: I believe it was because of another letter I'd written to Goebbels lamenting the decline of musical standards due to racial policies.
Person1: You didn't complain about the racial policies, just about the musical standards, is that right?",0
"Person1: Here's your carrots. You're in such a hurry. You can't wait.
Person2: No, I can't wait. You know when I wait? When it's important to wait. It's not important to wait for no steak. It's important to wait for Reeves to leave the ring. It ain't important to wait for no steak! I won that fight. So, I stayed in the ring, and that way I made sure everybody knew it. I shoulda knocked him out earlier, sonofabitch.",0
"Person1: You're damn right it's not like that! Because I won't let it be like that! You want your flirt? Fine! The flirt is yours!
Person2: I don't want Caitlin...
Person1: You don't know what you want, but I'm not going to sit here anymore holding your hand until you figure it out! I've encouraged you to get out of this lousy dump and go back to school, to take charge of your life and find direction. I even transferred so maybe you would be more inclined to go back to college if I was with you. Everyone said it was a stupid move, but I didn't care because I loved you and wanted to see you pull yourself out of this senseless funk you've been in since that woman dumped you, oh so many years ago. And now you want to go back to her so she can mess with you some more?
Person2: I don't want to go back with her...
Person1: Of course not; not now! You're caught, and now you're trying to snake out of doing what you wanted to do. Well, I won't let you. I want you to follow through on this, just so you can find out what a ridiculous idiot you are. And when she dumps you again- and she will, Dante, I promise you that-when she dumps you again, I want to laugh at you, right in your face, just so you realize that that was what you gave up our relationship for!  I'm just glad Randal had the balls to tell me, since you couldn't.
Person2: Randal...?
Person1: And having him tell me... that was just the weakest move ever. You're spineless.
Person2: Veronica, I love you...
Person1: Forget you.",1
